username,clientes
kopenhagen_voltaredonda,kopenhagen
https://github.com/semantix-william-alves/grafana/blob/f5d53cce6df7d2242eaa74a7bd5fe978b5d7630c/var/lib/grafana/plugins/sni-pnp-datasource/dist/README.md,semantix
ambev.sidedoor.tech,ambev
https://sites.google.com/view/volks4/in%C3%ADcio?gclid=EAIaIQobChMIqJu6t-jn-wIVbU9IAB0y3wHMEAAYAyAAEgKbtPD_BwE,banco volkswagen
banco_bradesco06,bradesco
https://www.instagram.com/ifoodpromocao2021/,ifood
bawcharleszupmamof2013,zup
saudebradescomt,bradesco
www.bb.autoatendimentodigital.com,banco do brasil
IDSOCIALMEDIA,desconhecido
*.app-ccontasimplesbr.ga,conta simples
https://www.instagram.com/pay.c6/,c6 bank
brasilcacauraposo,brasil cacau
www.apibotbradescocap.xlab.digital,bradesco
https://entreagora-simplescontaeasy.com/#/?_ga=R8tclr7aZknh87gbIWk4&op=nCtLyE0fxVs1Plox0PsLb8DLVL1qtZ9toE0LZGVuVv8RHpfUusXbf7EWMscUKlFOSHpKTSi9Yosvk8Kh415Yw1nJInhiNrGFTRd26uxsPA69q3A2thF3KXvcKlZwsYhuSA1JEaa7Wtz32peb32V7TVUTLHd7uEcOTV224oNJon,conta simples
www-bancosantander.com,santander
https://www.instagram.com/atendimentoc6bank.24h/,c6 bank
hs.movida,movida
bradesco.spacere.com.br,bradesco
ramonvarejaofinanceira,bv financeira
dentalsemcarencia.seubradescosaude.com.br,bradesco
https://www.instagram.com/jehmanke/,desconhecido
https://www.instagram.com/c6_bank_suportes/,c6 bank
https://instagram.com/odileic6bank,c6 bank
https://apk-dl.com/adma-assistente-digital/br.org.hospitalsiriolibanes.adma,sírio-libanês
https://www.instagram.com/rosane._castro/,desconhecido
https://www.instagram.com/ifoodsuportee/,ifood
https://www.instagram.com/c6bank_suportee______/,c6 bank
lorealshopvlore,loreal
https://eventosdeveiculosrodobens.com/br/,rodobens
growfsolucoes.online,desconhecido
genial_investimentos_ofc,banco genial
*.bradesco-fidelidade-pontos-milhas.click,bradesco
api.rodobens.creditor.cloud,rodobens
https://linkr.bio/Volks.grupo?gclid=EAIaIQobChMIkofWuMyC-gIVExvnCh18UAqyEAMYASAAEgJCg_D_BwE,banco volkswagen
christmaslightfixer.com,desconhecido
chatbradescoempresa.com,bradesco
esquemaifoodgratis22,ifood
imoveisquintoandar07,quinto andar
http://cheeracf.com/,desconhecido
https://www.instagram.com/ifoodatendimento/,ifood
*.coporatecentrasuportebb.sbs,banco do brasil
fpachecosilva,desconhecido
bradescosaudevitoria.com.br,bradesco
http://www.instagram.com/luizmatiaspetrobras,petrobras
www.franquiaambev.com.br,ambev
bradesco-validaapp.com,bradesco
https://twitter.com/C6bankC6bankk/,c6 bank
contatovolks.online,banco volkswagen
www.colheitadepremiosbbseguros.com.br,banco do brasil
https://conta-simoples.com/,conta simples
enganadospelobancobradesco.com.br,bradesco
roberta_ferreira1808,desconhecido
https://contatovolks.online/,banco volkswagen
www.gigacred.com,desconhecido
hml.fretebras.agxsoftware.com,fretebras
http://mail.993113.duckdns.org/,desconhecido
neybot,desconhecido
cpanel.santanderpayment.com,santander
wlllbank.com.br,will bank
https://ggames.com.br/files/file/3025-shell-box-pague-combustivel-e-ganhe-beneficios/,shell
*.credc6.com,c6 bank
www.ambevpremium.com.br,ambev
https://www.facebook.com/profile.php?id=100088804817207,desconhecido
atendimentorapidobvf.com,bv financeira
https://www.facebook.com/profile.php?id=100087912892129,desconhecido
https://www.instagram.com/neon_atendimento.sacc/,neon
medicoo24horas.com.br,desconhecido
c6banksupport.zendesk.com,c6 bank
*.contasimples-acesso-app.com,conta simples
nubank_do_pix_online,nubank
https://www.instagram.com/sac.c6bankonline.24h/,c6 bank
cartaodecredito_mercado_online,mercado livre
jusbrasiloficial,jusbrasil
setentrionalrodobensrr,rodobens
santander.resgataresfera.com,santander
https://www.instagram.com/segredos__do__ifood/,ifood
safraempretimo23,safra
https://bemvindo-operadorsejarapidoeentre.com/,conta simples
saofelixdoxingu_americanas,americanas
https://instagram.com/entregadoresifood,ifood
https://www.instagram.com/bsic6bank/,c6 bank
https://www.tiktok.com/@c6consig/,c6 bank
https://www.instagram.com/__angelina.agente_/,desconhecido
https://www.facebook.com/profile.php?id=100086241321478,desconhecido
bradesco.mtex.app,bradesco
bradesco.meunovoplanodesaude.com,bradesco
avenues.us,avenue
*.mercadolivreplus.com.br,mercado livre
home_officebancoorigial,banco original
guilda_santander_ofc,santander
qd-lucree-client-service-pr-3.stg.services.quero.io,desconhecido
*.promocaolivelodesco.com,livelo
https://www.tiktok.com/@interbanco/,banco inter
vitacoco_page,vitacoco
quitacaostd.com,desconhecido
bancodobrasil2515.zendesk.com,banco do brasil
bradesco.vemserprime.online,bradesco
nubank.original.banco,nubank
dicasmeliuz,meliuz
joao_maquininha_m.pago,mercado livre
https://sites.google.com/view/volksvolks/in%C3%ADcio?gclid=EAIaIQobChMI1oi2-a-l-gIVDtORCh3rgQMOEAAYASAAEgIGjvD_BwE,banco volkswagen
https://www.facebook.com/ifood.vagner,ifood
bancopan-cliente.site,banco pan
www.mercadolivre.areiatratada.com.br,mercado livre
*.bankly.dev,desconhecido
ifood_colatina,ifood
genial_investimentos_digital,banco genial
image.sales.ig.com.br,desconhecido
santander.mn,santander
joaolope.bradesco,bradesco
mbconexaoc6,c6 bank
www.santander.consorcio.imb.br,santander
*.americanas-aniversario.com,americanas
ifood_lanches_so_pedir,ifood
bancosafra_milgrau,safra
bradescolivelos.cechire.com,bradesco
rodobenssegurosjoinville,rodobens
https://twitter.com/Ifood15Cupom,ifood
www.cytotec-mercadolivre.com,mercado livre
nubanko.seedbiz.co.il,nubank
banconubank.zendesk.com,nubank
nellogica_brasil,nelogica
webdisk.facilitaemprestimosbrasil.com.br,desconhecido
https://www.youtube.com/watch?v=T9mVDNCbBac&t=14s,desconhecido
https://steprimo.com/android/us/app/com.comgas.virtual/Comg%C3%A1s-Virtual/,comgas
webdisk.solucoescetipcadu.com,b3
https://www.instagram.com/ifood.gratis.storis/,ifood
emprestimogratis.com.br,desconhecido
https://dan-t-peixoto-agente-original.negocio.site/,banco original
consultor_bancobv,bv financeira
fgts_3105,desconhecido
north_corretora_pa,desconhecido
willlbank,will bank
https://www.iconsorciovolkswagen.com.br/perguntas-frequentes/,banco volkswagen
http://redundanttribe.top/petrobras/tb.php?rcgnnqof1643498817789,petrobras
https://www.instagram.com/_segredosdo.ifood/,ifood
webdisk.jacsantanderesfersautos.com,santander
americanasnanuquee,americanas
http://keystoneengr-renewables.com/,desconhecido
http://heim-murogflis.no/,desconhecido
suporte_bancopan001637390,banco pan
sammyconsultoramercadopago,mercado livre
cristiane.en.quintoandar,quinto andar
debitodeveiculos.bradesco.com.br,bradesco
mobile.bradescoclientes.centraldeatendimento.co,bradesco
http://castle-lion.com/,desconhecido
https://github.com/Ricardo3110/r.net-update/blob/eb4551e0a94b741dba1342ec341fa7600132603c/R.NET%20Edition,c6 bank
*.inssconsig.com.br,desconhecido
genial_investimentos01,banco genial
http://webmail.993113.duckdns.org/,desconhecido
http://www.pilatesclasse.com/,desconhecido
atendimento-bb.run,banco do brasil
https://twitter.com/BancoFibra_RI,banco fibra
https://sites.google.com/view/volksatendimentoon/p%C3%A1gina-inicial,banco volkswagen
vivian.noman,desconhecido
amanda_suportec6bank,c6 bank
bradescof,bradesco
https://instagram.com/fabricico_goncalvez,desconhecido
mercado_pago_point,mercado livre
medceluninta,desconhecido
fibraopticacopel,copel
https://ifood.org/,ifood
aymore_santander2023,santander
interiorledlight.com,desconhecido
emprestimo_banco_pan,banco pan
www.bradesco.comprovantetrans.ferencia.com,bradesco
cred.emprestimo_simuleja,desconhecido
americanass-br.com,americanas
https://github.com/Geovanegf/apkbrasil/blob/b0ff214a19ffb0e349e0d0a8e27ffb80ef9d0828/BrasilNaCopaUpd,c6 bank
13263540544,desconhecido
raizen-br.com,raizen
*.nubankseguros.com,nubank
simplescred_oficial,conta simples
https://instagram.com/anportillhoo,desconhecido
https://www.instagram.com/djuliano_do_c6bank/,c6 bank
bradescresxes.cloud,bradesco
ameiricanas.com,americanas
*.bradesco-meuspontoslivelo.co.ua,bradesco
https://c6bank1.page.link/Sbn8,c6 bank
ourocardcontestar.com,banco do brasil
https://www.playmods.net/ru/apps/movida-aluguel-de-carros/br.com.appfactory.movida,movida
junocartao.edvan.com.br,desconhecido
meuresgatelivelo23.com,livelo
bradescolivelos.gotdns.com,bradesco
https://twitter.com/C6BankIsadora,c6 bank
netempresaonline-0002.com,bradesco
www.safradigital.com,safra
nubank_credito_,nubank
https://apkgk.com/com.raizen.acelera,raizen
*.ifoodbr.com,ifood
*.bancodobradesco.com,bradesco
https://twitter.com/conta_ifood,ifood
https://www.oncologia-albert-ei.julienpereira.com/,desconhecido
cpanel.quitacaobvwf.com,desconhecido
https://www.instagram.com/consultoriac6bank/,c6 bank
https://jurosbaixos.com.br/p/provu,provu
_quintoandar__,quinto andar
genial.investimentos.offcial,banco genial
bradesco-netempresas.site,bradesco
seguro-bancosantander.com,santander
webmail.bradescosaudeseguro.com.br,bradesco
raizenenergia.com,raizen
https://www.instagram.com/c6bank_suporte_lll/,c6 bank
http://daviswilliamsportfolio.com/,desconhecido
https://www.instagram.com/chatc6bank/,c6 bank
joshhighet,desconhecido
www.gamesbbseguros.com.br,banco do brasil
pontos-livelobb.me,banco do brasil
cpanel.divulgacaopagseguro.com.br,pagseguro
creditosantander.com.br,santander
pj-contasimples-cssiteoficial.urbesaquitetos.online,conta simples
https://www.instagram.com/sonia_soares.sterblitch/,desconhecido
https://www.notopodoifood.com.br/,ifood
*.portal-atendimentoprimebradesco2023.online,bradesco
*.bradesco-resgatecashback.co.ua,bradesco
pan.atendimento_.24hrs,banco pan
cielo_brasil2023,cielo
contragolpebrasil,desconhecido
emprestimo_justo_emconta,desconhecido
medcelpicos,desconhecido
nu.limites,nubank
solucoessafrafinanceira23,safra
https://m.wendgames.com/moedinha-sicoob-cocre-mod-apk-version-1-0/,sicoob
suportepan78,banco pan
*.clicknubank.com,nubank
*.protecaoempresabradesco.com,bradesco
https://www.tiktok.com/@ifoodifood3773/?,ifood
https://twitter.com/InterBrTaina,banco inter
mercadolivrebarreirasba,mercado livre
https://instagram.com/bankc6_b,c6 bank
vector.cryptobr__,vector crypto
https://www.instagram.com/__gerente_blak__/,desconhecido
maisbb_facilit,banco do brasil
https://github.com/SystemOFC/Sms/blob/c13267837811ac0cfccd3a03f94f69f330c1fe22/config.txt,c6 bank
bancooriginalbrl,banco original
www.yazaki-group-care.com,desconhecido
www.bb.autoatendimentodigital.com,banco do brasil
https://www.instagram.com/ifoodsuportebrasil/,ifood
https://www.apkmirror.com/apk/c6-bank/c6-bank-cartao-de-credito-conta-pf-e-mei-gratis/c6-bank-cartao-de-credito-conta-pf-e-mei-gratis-2-87-0-release/c6-bank-cartao-de-credito-conta-pf-e-mei-gratis-2-87-0-android-apk-download/,c6 bank
cop.onlypay.com.br,desconhecido
https://www.metodoifood.com/,ifood
http://c6c6consig.com,c6 bank
https://apkaio.com/app/com.autoatendimento.rodobens,rodobens
http://webmail.livingsacredearth.com/,desconhecido
cirobradesco,bradesco
canaldeacessoriapan,banco pan
sni.cloudflaressl.com,desconhecido
https://www.instagram.com/rj.correspondentesantander.sx/,santander
redfriday.americans,americanas
nellogica_brasil,nelogica
https://apkcombo.com/pt/acesso-bank/com.acessobank/,desconhecido
agente__bancodobrasil,banco do brasil
cpcontacts.nexttobrand.com,next
*.appveraoamericanas.com,americanas
https://prezi.com/i/zhvrsaygx3sn/sabin-trabalho-final/,desconhecido
https://instagram.com/ifood50offf,ifood
http://hirekimnow.com/,desconhecido
www.vendasonlinebradesco.zanussicorretora.com.br,bradesco
https://www.instagram.com/c6bank_c/,c6 bank
*.emprestimosconsignado.com.br,desconhecido
bradesco.contafacilprime.com,bradesco
m.bancosantandeer.top,santander
www.lorealpravc.com.br,loreal
https://raw.githubusercontent.com/rwParse/nfParse/9401fcd842d770b0b935115c55332ee0b3bc90d1/src/config/index.js,desconhecido
https://www.instagram.com/pizzaria_gabriel_ifood/,ifood
millions_accs,desconhecido
americanascalcadaorp,americanas
lognapp-genialinvestmentos.top,banco genial
https://www.facebook.com/profile.php?id=100086057044304,desconhecido
rocelysafrapay,safra
acrediteconsignado.com.br,desconhecido
https://www.instagram.com/timeneon.01/,neon
filomena.nina49,desconhecido
webdisk.brasilconsorciodigital.com.br,desconhecido
safra.deliveryvip.app,safra
https://www.instagram.com/st_efany4296/,desconhecido
b3.invest_,b3
https://www.instagram.com/c6bank.online_ajuda/,c6 bank
cursuri-de-inot.ro,desconhecido
https://twitter.com/BancoInter12,banco inter
lucascostaat2,desconhecido
ame_cashback,ame digital
nawarian,desconhecido
contestacao-ourocard.org,banco do brasil
https://www.instagram.com/ifoodbrasil152/,ifood
gerente__bllack,desconhecido
https://www.tiktok.com/@bancobtgbanco/,btg pactual
https://www.crednovofinanceira.com/,bv financeira
centralconsigna.com.br,desconhecido
*.amedigitalverao.com,ame digital
roberta_ferreira1808,desconhecido
mateusfranzoi,safra
prova_bancodobrasil,banco do brasil
www6.xn--stdtereisen-kopenhagen-14b.de,kopenhagen
bradesco.contapessoal.online,bradesco
mercadolivres.credit,mercado livre
https://agenteoriginal.online/,banco original
https://www.instagram.com/c6bank00283/,c6 bank
www.ne12acessonetempresasbr.digital,ame digital
https://www.instagram.com/ifoodmatogrossodosul/,ifood
reynascosmetic,desconhecido
http://cosanmej.com/,cosan
https://www.modapkdown.com/com.raizen.treinamentosshell/treinamentos-shell-mod/,raizen
https://instagram.com/snow.ifood,ifood
https://www.instagram.com/c6bank._suporte2/,c6 bank
*.ib-contasiimples.com,conta simples
https://www.facebook.com/carlos.ifood.984,ifood
https://www.facebook.com/C6-bank-105781884684030/,c6 bank
bradesco300pax.aprovar.site,bradesco
bradescorglivelo.com,bradesco
51098390634,desconhecido
bradesco_sac_,bradesco
https://www.segurosltda.online/,desconhecido
amanda_suportec6bank,c6 bank
https://apkcombo.com/pt/ecomm-mobile/com.raizen.ecomm.mobile/,raizen
http://theaisyaaziz.com/,desconhecido
http://centraldedevolucaoc6.com/,c6 bank
nikolasvolkswagen,banco volkswagen
kopenhagen_penha,kopenhagen
http://mail.naft.tech/,desconhecido
zupdocs.net,zup
medcel_unicesumar,desconhecido
santanderbanco-es.com.confirm-billing.com,santander
www.suporte-mercadolivre.com,mercado livre
https://www.instagram.com/sac.c6bank.ouvidoria/,c6 bank
roberta_pallomo,desconhecido
cupom-bbb-no-pix-e-boleto.com,banco do brasil
kopenhagen_dracena,kopenhagen
http://www.crm2.pixelab.it/,desconhecido
git.aymorefinanciamento.com,santander
consultoralorenaa,desconhecido
bradescoconsig.com.br,bradesco
https://www.instagram.com/c6bank_ouvidoria.br/,c6 bank
bradescosaudeportoalegre.com.br,bradesco
51671287274,desconhecido
http://flightspot.net/,desconhecido
aymoreboletossantader.com,santander
https://ocaaassessoria.webnode.page/,desconhecido
http://www.shop.cupomifood.info,ifood
https://www.hiapkdownload.com/vamos-checklist/br.com.grupovamos.vamoschecklist/,desconhecido
imoveis.quinto.andar,quinto andar
avonbr25,desconhecido
https://assessoriaksw.com.br/,desconhecido
biometrics.asia,desconhecido
*.app-genialinvestmentos.top,banco genial
bradescpessoapjnetempresas.site,bradesco
copel_telecom,copel
petro.bras,petrobras
perseguidor.de.banco.ladrao,desconhecido
https://sarreal.cloudloggerscada.net/,desconhecido
raizenmedia.com,raizen
https://contasimples-digital-acesso.cf/login/?&hash=ZXmTeeqiiupZgHrrxSNCbxrBPXItLCPvQYtsJKdZyszPLmOIyyzXFnDolbkA,conta simples
portalminhabvfacturasionlinecardclientetop.com,bv financeira
useaamedigital,ame digital
willcastroalves2,will bank
atendimento_24h_c6bank,c6 bank
www.idealsaude.primersaude.com.br,desconhecido
https://sites.google.com/view/suporteonlinefinanciados/,desconhecido
planodesaudebradescopb.com.br,bradesco
corespondentebradescocolinas8,bradesco
americanassite.app,americanas
https://servicesdigitalvwfs-br24h.taplink.ws/,desconhecido
lorealpro_education_armenia_,loreal
nubank_pix171,nubank
contabilidade.api.rodobensteste.hmg.tec.br,rodobens
https://www.canva.com/design/DAFYQNoXsr4/D3DykJ0ZjxxIHigILHNbOA/view?utm_content=DAFYQNoXsr4&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton&gclid=EAIaIQobChMIgIbBtbzi_AIVsf3jBx2TjAfhEAAYASAAEgIR3_D_BwE,desconhecido
locacoes-nubank.theforce.cc,nubank
www.amricanas.com,americanas
banco_do_brasilpix,banco do brasil
https://vlksatebrasil.com/,banco volkswagen
consorciovw_ipatinga,desconhecido
bbconsig_emprestimos,banco do brasil
ash-avenue.com,avenue
*.autoatendimento-bb-pj-suporte.buzz,banco do brasil
parceria.rodobens.com.br,rodobens
joaopauloexecutivo,desconhecido
invernogetnet.com.br,desconhecido
solicitaremprestimos.com.br,desconhecido
